Name,Latitude,Longitude,Country,State/Province
Acanthophoenix,-21.090715,55.801828,France,RÈunion
Acanthophoenix,-21.061241,55.536434,France,RÈunion
Acanthophoenix,-21.18502,55.82745,France,RÈunion
Acanthophoenix,-21.189704,55.973273,France,RÈunion
Acanthophoenix,-21.12434,55.7399,France,RÈunion
Acanthophoenix,-21.3648,55.7363,France,RÈunion
Acanthophoenix,-21.11037,55.60387,France,RÈunion
Acanthophoenix,-21.11037,55.60387,France,RÈunion
Acanthophoenix,-21.2918,55.69856,France,RÈunion
Acanthophoenix,-21.11037,55.60387,France,RÈunion
Acanthophoenix,-26.082321,-48.640606,France,RÈunion
Acanthophoenix,-21.2918,55.69856,France,RÈunion
Acanthophoenix,-21.11037,55.60387,France,RÈunion
Acanthophoenix,-21.11037,55.60387,France,RÈunion
Acanthophoenix,-21.11037,55.60387,France,RÈunion
Acanthophoenix,-21.02004,55.60472,France,RÈunion
Acanthophoenix,-21.11037,55.60387,France,RÈunion
Acanthophoenix,-21.11037,55.60387,France,RÈunion
Acanthophoenix,-21.11037,55.60387,France,RÈunion
Acanthophoenix,-21.11037,55.60387,France,RÈunion
Acanthophoenix,-21.11037,55.60387,France,RÈunion
Acanthophoenix,-21.11037,55.60387,France,RÈunion
Acanthophoenix,-21.11037,55.60387,France,RÈunion
Acanthophoenix,-21.11037,55.60387,France,RÈunion
Acanthophoenix,-21.11037,55.60387,France,RÈunion
Acanthophoenix,-21.02004,55.60472,France,RÈunion
Acanthophoenix,-21.11037,55.60387,France,RÈunion
Acanthophoenix,-21.11037,55.60387,France,RÈunion
Acanthophoenix,-21.11037,55.60387,France,RÈunion
Acanthophoenix,-21.11037,55.60387,France,RÈunion
Acanthophoenix,-21.11037,55.60387,France,RÈunion
Acanthophoenix,-21.11037,55.60387,France,RÈunion
Acanthophoenix,-21.11037,55.60387,France,RÈunion
Acanthophoenix,-21.11037,55.60387,France,RÈunion
Acanthophoenix,-21.11037,55.60387,France,RÈunion
Acanthophoenix,-21.11037,55.60387,France,RÈunion
Acanthophoenix,-21.275635,55.700313,France,RÈunion
Acanthophoenix,-21.11037,55.60387,France,RÈunion
Acanthophoenix,-21.11037,55.60387,France,RÈunion
Acanthophoenix,-21.11037,55.60387,France,RÈunion
Acanthophoenix,-21.20218,55.79568,France,RÈunion
Acanthophoenix,-21.10955,55.50761,France,RÈunion
Acanthophoenix,-21.11037,55.60387,France,RÈunion
Acanthophoenix,-21.11037,55.60387,France,RÈunion
Acanthophoenix,-21.02004,55.60472,France,RÈunion
Acanthophoenix,-21.11037,55.60387,France,RÈunion
Acanthophoenix,-21.02004,55.60472,France,RÈunion
Acanthophoenix,-21.11037,55.60387,France,RÈunion
Acanthophoenix,-21.11037,55.60387,France,RÈunion
Acanthophoenix,-21.2918,55.69856,France,RÈunion
